"","id","max","min","median","std","wealth","mean"
"1",1,6,0,0,0.6,-0.531405,0.06
"2",2,0,0,0,0,-0.40983,0
"3",3,0,0,0,0,-0.478115,0
"4",4,0,0,0,0,-0.43596,0
"5",5,0,0,0,0,-0.44948,0
"6",6,26,0,6,6.87210728858758,-0.11265,6.08
"7",7,0,0,0,0,-0.39962,0
"8",8,0,0,0,0,-0.19558,0
"9",9,62,7,36,18.7627693891791,2.39554,36.67
"10",10,0,0,0,0,0.05646,0
"11",11,0,0,0,0,-0.233975,0
"12",12,0,0,0,0,-0.45845,0
"13",13,0,0,0,0,-0.643445,0
"14",14,0,0,0,0,-0.50153,0
"15",15,0,0,0,0,-0.49069,0
"16",16,0,0,0,0,-0.54898,0
"17",17,7,0,0,1.14591941825388,-0.41252,0.2
"18",18,0,0,0,0,-0.41903,0
"19",19,0,0,0,0,-0.38006,0
"20",20,8,0,0,2.18812220588311,-0.46062,0.8
"21",21,0,0,0,0,-0.266005,0
"22",22,6,0,0,1.31425748134554,-0.275315,0.3
"23",23,62,0,22.5,18.89616496819,3.14126,27.84
"24",24,6,0,0,1.72574094758797,-0.4128,0.54
"25",25,0,0,0,0,-0.39372,0
"26",26,0,0,0,0,0.08756,0
"27",27,0,0,0,0,-0.53943,0
"28",28,0,0,0,0,-0.49357,0
"29",29,62,10,44,16.1139220814948,2.215415,41.91
"30",30,0,0,0,0,-0.385275,0
"31",31,0,0,0,0,-0.380515,0
"32",32,0,0,0,0,-0.23178,0
"33",33,0,0,0,0,0.19917,0
"34",34,0,0,0,0,-0.555805,0
"35",35,0,0,0,0,-0.38261,0
"36",36,0,0,0,0,-0.32845,0
"37",37,7,0,0,1.44986937760655,-0.35604,0.33
"38",38,0,0,0,0,-0.03633,0
"39",39,0,0,0,0,-0.167385,0
"40",40,0,0,0,0,-0.44719,0
"41",41,0,0,0,0,-0.492,0
"42",42,7,0,0,1.67268609962503,-0.007955,0.49
"43",43,0,0,0,0,-0.5277,0
"44",44,6,0,0,0.6,-0.19927,0.06
"45",45,0,0,0,0,-0.373225,0
"46",46,62,7,36,20.6606149497301,1.860625,36.26
"47",47,0,0,0,0,-0.66092,0
"48",48,0,0,0,0,-0.34676,0
"49",49,0,0,0,0,-0.36711,0
"50",50,0,0,0,0,-0.39113,0
"51",51,0,0,0,0,-0.42701,0
"52",52,59,0,15.5,17.1984113666162,2.70197,23.05
"53",53,6,0,0,1.31425748134554,-0.61453,0.3
"54",54,0,0,0,0,-0.58252,0
"55",55,0,0,0,0,-0.30881,0
"56",56,62,6,17.5,18.3231266354018,2.349945,25.02
"57",57,62,7,35.5,18.2129352412238,1.70097,35.81
"58",58,0,0,0,0,-0.27617,0
"59",59,0,0,0,0,-0.366825,0
"60",60,48,0,10,12.5083568025137,2.667715,14.16
"61",61,0,0,0,0,-0.07593,0
"62",62,0,0,0,0,-0.44492,0
"63",63,0,0,0,0,-0.31336,0
"64",64,0,0,0,0,-0.242095,0
"65",65,0,0,0,0,-0.179475,0
"66",66,0,0,0,0,-0.42851,0
"67",67,25,0,6,6.39946336133986,-0.340905,5.58
"68",68,0,0,0,0,-0.247665,0
"69",69,0,0,0,0,-0.3745,0
"70",70,59,0,16.5,14.8897463193483,2.24541,21.35
"71",71,0,0,0,0,-0.44135,0
"72",72,18,0,0,4.64666710143035,-0.577145,3.62
"73",73,0,0,0,0,-0.40432,0
"74",74,0,0,0,0,-0.430845,0
"75",75,0,0,0,0,-0.424585,0
"76",76,62,6,26,19.4244353037273,3.1974,30.62
"77",77,0,0,0,0,-0.5743,0
"78",78,0,0,0,0,-0.54728,0
"79",79,0,0,0,0,-0.306075,0
"80",80,62,7,30.5,19.5870396234888,2.420615,32.38
"81",81,0,0,0,0,-0.32712,0
"82",82,0,0,0,0,-0.47526,0
"83",83,0,0,0,0,-0.604045,0
"84",84,0,0,0,0,-0.46489,0
"85",85,0,0,0,0,-0.63728,0
"86",86,0,0,0,0,-0.19482,0
"87",87,62,9,46.5,18.8388460690171,2.00301,40.87
"88",88,61,0,19.5,16.5973832670434,2.779135,24.96
"89",89,0,0,0,0,-0.44199,0
"90",90,0,0,0,0,-0.6447,0
"91",91,7,0,0,1.36103792835624,-0.433545,0.31
"92",92,0,0,0,0,-0.369395,0
"93",93,0,0,0,0,-0.23469,0
"94",94,0,0,0,0,-0.447865,0
"95",95,0,0,0,0,-0.38404,0
"96",96,0,0,0,0,-0.43945,0
"97",97,0,0,0,0,-0.496245,0
"98",98,0,0,0,0,-0.43298,0
"99",99,62,11,47.5,16.6424794190085,1.252685,42.76
"100",100,6,0,0,0.6,-0.39515,0.06
"101",101,0,0,0,0,-0.39961,0
"102",102,0,0,0,0,-0.58809,0
"103",103,0,0,0,0,-0.26456,0
"104",104,0,0,0,0,-0.45561,0
"105",105,12,0,0,4.3361179863928,-0.787645,3.69
"106",106,7,0,0,1.47473675103338,-0.4556,0.37
"107",107,61,0,17,17.0578457318063,3.33664,23.86
"108",108,0,0,0,0,-0.36841,0
"109",109,0,0,0,0,-0.630245,0
"110",110,0,0,0,0,-0.22189,0
"111",111,62,7,36,19.5986883708728,2.24166,36.45
"112",112,0,0,0,0,-0.374865,0
"113",113,0,0,0,0,-0.54409,0
"114",114,14,0,0,3.82890389674448,-0.079745,2.19
"115",115,0,0,0,0,0.77875,0
"116",116,0,0,0,0,-0.37708,0
"117",117,0,0,0,0,-0.411275,0
"118",118,6,0,0,0.6,-0.35406,0.06
"119",119,0,0,0,0,-0.407315,0
"120",120,0,0,0,0,-0.35844,0
"121",121,62,9,44,16.8768564261323,1.30537,41.2
"122",122,0,0,0,0,0.572205,0
"123",123,0,0,0,0,-0.479895,0
"124",124,0,0,0,0,-0.401235,0
"125",125,0,0,0,0,-0.27022,0
"126",126,0,0,0,0,-0.560705,0
"127",127,0,0,0,0,-0.57474,0
"128",128,11,0,6,3.99083546099907,1.28826,4.05
"129",129,0,0,0,0,-0.3479,0
"130",130,0,0,0,0,-0.59506,0
"131",131,62,0,25,20.7159822164415,2.64246,30.14
"132",132,0,0,0,0,-0.260125,0
"133",133,0,0,0,0,-0.44385,0
"134",134,62,8,47.5,18.9085411730501,1.92084,40.68
"135",135,0,0,0,0,-0.40931,0
"136",136,0,0,0,0,-0.29763,0
"137",137,11,0,0,3.75420303180854,-0.31063,2.37
"138",138,7,0,0,2.13853532431273,-0.46111,0.82
"139",139,0,0,0,0,-0.51493,0
"140",140,0,0,0,0,-0.55042,0
"141",141,7,0,0,0.917341349506906,-0.504985,0.13
"142",142,0,0,0,0,-0.451445,0
"143",143,0,0,0,0,-0.12763,0
"144",144,7,0,0,1.28409068561721,-0.42015,0.26
"145",145,0,0,0,0,-0.12519,0
"146",146,11,0,6,3.94275963448871,0.974485,4.01
"147",147,0,0,0,0,-0.31329,0
"148",148,11,0,0,3.00464287193649,-0.366345,1.32
"149",149,0,0,0,0,-0.334985,0
"150",150,7,0,0,2.14626760830625,-0.96732,0.86
"151",151,0,0,0,0,-0.37203,0
"152",152,0,0,0,0,-0.48619,0
"153",153,0,0,0,0,-0.41968,0
"154",154,0,0,0,0,-0.39344,0
"155",155,6,0,0,0.844231764817738,-0.49119,0.12
"156",156,6,0,0,0.844231764817738,-0.45831,0.12
"157",157,0,0,0,0,-0.24608,0
"158",158,7,0,0,1.40619121650426,-0.91836,0.32
"159",159,0,0,0,0,-0.246115,0
"160",160,0,0,0,0,-0.2184,0
"161",161,0,0,0,0,-0.31482,0
"162",162,0,0,0,0,-0.48981,0
"163",163,0,0,0,0,-0.27311,0
"164",164,0,0,0,0,-0.49768,0
"165",165,0,0,0,0,-0.1627,0
"166",166,8,0,0,3.17502883149241,2.19107,2.2
"167",167,0,0,0,0,-0.18182,0
"168",168,62,7,40,18.3591993839656,2.4126,37.52
"169",169,0,0,0,0,-0.35969,0
"170",170,0,0,0,0,-0.231235,0
"171",171,21,0,6,5.62106427968616,0.002855,4.86
"172",172,0,0,0,0,-0.24251,0
"173",173,62,10,41,15.9228062092006,2.15909,40.86
"174",174,6,0,0,0.6,-0.56477,0.06
"175",175,8,0,0,2.80783535734191,-0.12552,1.43
"176",176,0,0,0,0,-0.50591,0
"177",177,0,0,0,0,-0.20199,0
"178",178,0,0,0,0,-0.43075,0
"179",179,6,0,0,1.31425748134554,-0.652175,0.3
"180",180,0,0,0,0,-0.34581,0
"181",181,0,0,0,0,-0.42192,0
"182",182,0,0,0,0,-0.4494,0
"183",183,0,0,0,0,-0.42233,0
"184",184,0,0,0,0,-0.31204,0
"185",185,6,0,0,1.02867964798659,-0.23937,0.18
"186",186,12,0,0,4.32062238315012,-0.431305,3.33
"187",187,0,0,0,0,0.164725,0
"188",188,6,0,0,0.6,-0.255225,0.06
"189",189,0,0,0,0,-0.02544,0
"190",190,0,0,0,0,-0.26787,0
"191",191,0,0,0,0,-0.330275,0
"192",192,0,0,0,0,-0.402105,0
"193",193,62,8,43.5,17.8977906203785,2.48492,39.82
"194",194,0,0,0,0,-0.35602,0
"195",195,62,19,50,12.2181352211714,2.25449,47.3
"196",196,62,7,36,19.5986883708728,2.81979,36.45
"197",197,12,0,0,4.44371079803419,0.28436,3.53
"198",198,0,0,0,0,-0.43299,0
"199",199,0,0,0,0,-0.41624,0
"200",200,8,0,0,1.60176670138212,-0.393395,0.4
"201",201,0,0,0,0,-0.275825,0
"202",202,10,0,0,3.24949102463631,-0.30193,1.92
"203",203,0,0,0,0,-0.384875,0
"204",204,21,0,0,5.36388973892204,-0.423375,3.58
"205",205,0,0,0,0,-0.32099,0
"206",206,56,0,10,13.7462428291949,1.00952,16.52
"207",207,0,0,0,0,-0.44551,0
"208",208,0,0,0,0,-0.41358,0
"209",209,0,0,0,0,-0.425215,0
"210",210,0,0,0,0,-0.33251,0
"211",211,6,0,0,1.02867964798659,-0.81199,0.18
"212",212,7,0,0,2.11953396821666,-0.59847,0.85
"213",213,8,0,0,2.80446973687549,0.90066,1.56
"214",214,0,0,0,0,0.35544,0
"215",215,0,0,0,0,-0.422745,0
"216",216,0,0,0,0,-0.40971,0
"217",217,6,0,0,1.18167831340159,-0.29124,0.24
"218",218,0,0,0,0,-0.181115,0
"219",219,0,0,0,0,-0.62031,0
"220",220,0,0,0,0,-0.4931,0
"221",221,0,0,0,0,-0.614755,0
"222",222,0,0,0,0,-0.23881,0
"223",223,11,0,0,4.01576439004626,1.32605,3.57
"224",224,0,0,0,0,-0.27751,0
"225",225,0,0,0,0,-0.46649,0
"226",226,0,0,0,0,-0.315615,0
"227",227,8,0,0,2.24904019932544,-0.499155,0.82
"228",228,0,0,0,0,-0.173435,0
"229",229,6,0,0,0.6,-0.63163,0.06
"230",230,0,0,0,0,-0.37001,0
"231",231,62,8,47.5,18.9085411730501,1.80585,40.68
"232",232,0,0,0,0,-0.38755,0
"233",233,0,0,0,0,-0.22832,0
"234",234,0,0,0,0,-0.68306,0
"235",235,62,8,41,16.034618483113,2.968225,40.89
"236",236,0,0,0,0,-0.38766,0
"237",237,0,0,0,0,-0.47738,0
"238",238,0,0,0,0,-0.0885,0
"239",239,0,0,0,0,-0.434955,0
"240",240,0,0,0,0,-0.3978,0
"241",241,0,0,0,0,-0.255355,0
"242",242,0,0,0,0,-0.59136,0
"243",243,0,0,0,0,-0.38467,0
"244",244,62,0,22,20.1840921459841,2.12848,29.42
"245",245,0,0,0,0,-0.36239,0
"246",246,8,0,0,1.73178835574412,-0.455855,0.47
"247",247,0,0,0,0,-0.34507,0
"248",248,0,0,0,0,-0.62987,0
"249",249,6,0,0,1.31425748134554,-0.46531,0.3
"250",250,0,0,0,0,-0.44,0
"251",251,54,0,11,13.7115154729759,-0.20526,15.88
"252",252,13,0,0,3.93307651960789,-0.23927,2.84
"253",253,11,0,0,4.04483708827773,-0.00794,3.73
"254",254,0,0,0,0,-0.06603,0
"255",255,0,0,0,0,-0.50996,0
"256",256,0,0,0,0,-0.24099,0
"257",257,0,0,0,0,-0.187745,0
"258",258,29,0,6,6.97889314253697,2.50211,6.61
"259",259,0,0,0,0,-0.24344,0
"260",260,7,0,0,1.93594390101542,-0.774805,0.64
"261",261,0,0,0,0,-0.631775,0
"262",262,0,0,0,0,-0.36802,0
"263",263,0,0,0,0,-0.23793,0
"264",264,62,7,19,19.2497960109879,2.350095,27.53
"265",265,0,0,0,0,-0.52447,0
"266",266,7,0,0,2.08409077139993,-0.55144,0.8
"267",267,0,0,0,0,-0.42073,0
"268",268,8,0,0,1.63975238337618,-0.37288,0.41
"269",269,0,0,0,0,-0.59495,0
"270",270,12,0,0,3.69542441624255,-0.40327,2.02
"271",271,0,0,0,0,-0.35731,0
"272",272,0,0,0,0,-0.580585,0
"273",273,0,0,0,0,-0.4158,0
"274",274,0,0,0,0,-0.49233,0
"275",275,0,0,0,0,-0.43692,0
"276",276,28,0,6.5,6.06759067222374,0.01353,6.45
"277",277,6,0,0,0.844231764817738,-0.543945,0.12
"278",278,6,0,0,0.844231764817738,-0.498905,0.12
"279",279,0,0,0,0,-0.35218,0
"280",280,0,0,0,0,-0.39716,0
"281",281,0,0,0,0,-0.332315,0
"282",282,0,0,0,0,-0.43422,0
"283",283,0,0,0,0,-0.22707,0
"284",284,0,0,0,0,-0.33247,0
"285",285,0,0,0,0,-0.50067,0
"286",286,0,0,0,0,-0.39013,0
"287",287,0,0,0,0,-0.320895,0
"288",288,0,0,0,0,-0.431485,0
"289",289,6,0,0,0.6,-0.35488,0.06
"290",290,0,0,0,0,-0.338035,0
"291",291,22,0,0,5.33143905753807,-0.429205,3.6
"292",292,0,0,0,0,-0.36339,0
"293",293,0,0,0,0,0.70122,0
"294",294,6,0,0,1.63595954606574,-0.03547,0.48
"295",295,0,0,0,0,-0.53221,0
"296",296,0,0,0,0,-0.538205,0
"297",297,18,0,7,4.44789134014506,0.959605,6.71
"298",298,0,0,0,0,-0.1635,0
"299",299,0,0,0,0,-0.37711,0
